codigo_entidad,ine_coberturaNeta_m,ine_tasaDesercion_m,ine_tasaRepitencia_m,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaCritica_m
63594,8135.333333333333,566.3333333333334,41.666666666666664,729,6406,4891.4,5075.8
63690,13801.166666666666,392.6666666666667,0,558,6927,4817.6,4968.2
66000,8909.666666666666,457.1666666666667,138.5,446,6972,5060,5240.8
66001,9798,512.1666666666666,120.66666666666667,NA,NA,5141.6,5316.8
66045,5551.833333333333,436.8333333333333,144.5,771,6932,4502.6,4830.6
66075,8446.666666666666,485.5,246.16666666666666,1025,6819,4662.2,4912
66088,7814.666666666667,490,157.5,770,6602,4690.2,4916.4
66170,8393.166666666666,351.3333333333333,115.33333333333333,258,7052,5213,5372.8
66318,7881,305.6666666666667,118.33333333333333,768,7150,4653.4,4838.6
66383,7231.833333333333,517.6666666666666,128.66666666666666,928,7514,4553,4829.2
66400,9142,516.8333333333334,137.33333333333334,628,6520,4873,5096
66440,7181,549,348.1666666666667,836,6748,4833,4960.8
66456,7493.666666666667,474.8333333333333,204.33333333333334,2268,6525,4423.2,4736
66572,10510.833333333334,373,68.33333333333333,2144,7497,4052.2,4371.2
66594,7611.666666666667,318.6666666666667,140.16666666666666,897,7011,4565.8,4849.2
66682,8615.5,429.1666666666667,211.33333333333334,440,6882,5248.6,5351.6
66687,7242.166666666667,543.1666666666666,225.5,990,6844,4960.2,5123.8
68000,9551.166666666666,314.1666666666667,233.16666666666666,436,7132,5317.8,5333.4
68001,10156.666666666666,345.8333333333333,177.33333333333334,NA,NA,5676.8,5618.8
68013,7179.5,153.5,59.5,1442,7468,5276.6,5236.4
68020,5568.166666666667,229.83333333333334,172.16666666666666,1158,7630,4814.2,5004.8
68051,9275.666666666666,110.66666666666667,48.166666666666664,1130,7247,4668.8,4789.2
68077,9455.666666666666,355.5,400.5,548,6773,5179.4,5195.6
68079,8659.333333333334,187.33333333333334,124,670,7840,5391.2,5305.2
68081,12026.5,324.6666666666667,565.1666666666666,385,7280,5137.6,5264.4
68092,9652.166666666666,338.1666666666667,171.66666666666666,856,6824,4923,4995
68101,7856.666666666667,283.8333333333333,72.66666666666667,1426,7771,4963.6,4926.6
68121,5905.833333333333,136.83333333333334,178.66666666666666,665,7027,5451.8,5520.4
68132,7109.333333333333,146.83333333333334,56.833333333333336,177,8127,5229.4,5118.4
68147,9279.333333333334,189,162,1072,8010,4963.4,4922.6
68152,8275.833333333334,98,45.833333333333336,963,8108,4618,4734
68160,9128.5,133.66666666666666,154.66666666666666,729,7521,4565.6,4639.4
68162,9471.666666666666,165.66666666666666,11.666666666666666,689,7114,5016,5006.6
68167,10165.833333333334,200.16666666666666,222.33333333333334,752,7609,5582.2,5450.8
68169,8504.166666666666,98.16666666666667,0,519,7926,5180.2,5274
68176,9157.833333333334,200,3.3333333333333335,1190,6955,5322,5136.4
68179,6997.666666666667,125.83333333333333,34.5,1525,7355,4800,4924.8
68190,7016.5,504.8333333333333,31.166666666666668,1007,7007,4597.8,4778.4
68207,8729.833333333334,250.33333333333334,86.5,805,7946,4993,4909.2
68209,8438.666666666666,276,365.8333333333333,716,6934,4631.2,4741.4
68211,8264.333333333334,185.83333333333334,152.16666666666666,1062,7752,5625.2,5307.8
68217,6480.333333333333,154.66666666666666,161.16666666666666,1048,7062,4742.6,4690.2
68229,8695.833333333334,215.16666666666666,150.33333333333334,868,7151,4879.6,5039.2
68235,7238,372,48.666666666666664,784,6440,4632.2,4795.2
68245,8900,206.5,79,967,8229,5305.4,5234.4
68250,6923.5,354.5,8.666666666666666,1491,6584,4469.2,4605.4
68255,10180.5,394.8333333333333,256.5,870,6588,4944.6,4967
68264,8126.666666666667,276.6666666666667,232.66666666666666,700,7018,4876.8,4800.6
68266,10492.5,159.66666666666666,200.66666666666666,861,7865,5336.6,5135
68271,7413.5,156.66666666666666,151.16666666666666,1404,7418,4868.2,4895.6
68276,9187.666666666666,303.3333333333333,132.33333333333334,178,7267,5633.8,5611.8
68296,10884.666666666666,225.83333333333334,92,986,7570,4862,4972.4
68298,7187.833333333333,238.5,57.5,981,7256,4788.2,4578.8
68307,7680.333333333333,342.1666666666667,557.8333333333334,289,6788,5201.2,5258.6
68318,8527.5,239.5,160.33333333333334,593,7113,4527.6,4562.4
68320,9006.5,178.83333333333334,57.666666666666664,956,8056,5320,5181.4
68322,8858.666666666666,372.6666666666667,562.3333333333334,733,7202,5293,5028.6
68324,6301,170,286,1457,7282,4522.6,4702.4
68327,10597.833333333334,232.33333333333334,48.5,1202,6930,4781.4,4895.4
68344,9263.666666666666,104.83333333333333,258.1666666666667,1171,7688,4851.8,5039.6
68368,8839,168.5,76.5,1155,8168,5207.6,5139.6
68370,12392.5,324.6666666666667,240.16666666666666,1564,6667,4342,4615.4
68377,7163.166666666667,261,197.83333333333334,671,7486,4910.2,4992
68385,7323.166666666667,326.5,5.333333333333333,1263,7338,4884.4,4987.2
68397,7368,247,233.16666666666666,1417,8019,5152.2,4938
68406,9020.333333333334,293.6666666666667,59.166666666666664,531,6525,5222.8,5190.2
68418,9391.666666666666,268.6666666666667,196.66666666666666,917,7080,4997.8,5029
68425,9936.666666666666,121.16666666666667,91.66666666666667,1162,7284,4533.4,4584.8
68432,11515,182.83333333333334,189.66666666666666,404,8023,5476,5361.4
68444,11315.833333333334,221.66666666666666,65.16666666666667,792,7340,4810.8,4939.6
68464,8923.833333333334,203.66666666666666,181.5,967,7424,5167.6,4950.6
68468,7326.833333333333,137.16666666666666,147.33333333333334,861,7317,4853.2,4763.6
68498,8151,171,203.33333333333334,999,7686,5379.2,5284.6
68500,7838,212.66666666666666,117.66666666666667,776,7461,5345.8,5240
68502,6696.5,141,267.5,951,7542,4837,4850.8
68522,4858,229.5,266.8333333333333,944,7949,5237.2,5224
68524,10092.666666666666,205.16666666666666,0,918,7544,5241.8,5245
68533,8211.5,267.6666666666667,18,484,7799,5382.8,5426
68547,9778,250,180.83333333333334,287,7122,5379,5437.6
68549,6475.833333333333,235.66666666666666,382.1666666666667,533,7492,5135.8,5183.2
68572,12941.5,231,164.33333333333334,756,8023,5322.4,5301
68573,7481.833333333333,506.1666666666667,63.833333333333336,916,6941,4367.4,4585.2
68575,9929.166666666666,435.5,327.8333333333333,928,6953,4384,4578.2
68615,9124,345.5,85.33333333333333,931,6738,4870.4,4920
68655,16741.5,539,66.83333333333333,798,6797,4937.6,5044.2
68669,10634,199.66666666666666,123,833,7488,4996.4,5008.4
68673,5683.166666666667,145.83333333333334,128.5,1197,8169,4897,4986.6
68679,13034,276,140.83333333333334,324,7479,5398.6,5423.8
68682,9329.333333333334,194.33333333333334,87.33333333333333,969,7478,5242.6,5085.6
68684,7178.666666666667,283.8333333333333,337.3333333333333,909,8202,5124.2,4963.6
68686,10076.5,164.83333333333334,577.5,1111,8164,4851.8,4971.6
68689,8041,372,139.83333333333334,786,7034,4989.2,5081
68705,9084.333333333334,403.8333333333333,446.6666666666667,793,7234,4759.6,4858.4
68720,7482.5,266,102.83333333333333,1061,7440,4590.4,4660.8
68745,9822.333333333334,344.1666666666667,102.83333333333333,1113,7542,4855.4,4949.8
68755,9500.166666666666,323.1666666666667,151.16666666666666,386,7580,5327.8,5320
68770,9726.333333333334,269.1666666666667,209.5,985,7149,5126.4,5082
68773,7764.833333333333,225.66666666666666,70.66666666666667,1004,7273,4976,4917.8
68780,10010.166666666666,250.5,203.33333333333334,677,6341,5515.2,5148.2
68820,8498.333333333334,234.5,53.833333333333336,639,6212,4972.2,5077.4
68855,10685.5,245.83333333333334,181.33333333333334,958,6426,4983,4988.4
68861,8189,315,231.16666666666666,854,7337,5072.8,5102.4
68867,5472.833333333333,133.83333333333334,68.66666666666667,610,7813,4631.2,4785.4
68872,10695.166666666666,279,61.833333333333336,672,7432,5340.2,5234.8
68895,10960.666666666666,339.8333333333333,131.83333333333334,506,7605,5094.4,5113.4
70000,9672.833333333334,331.8333333333333,84.83333333333333,1241,7310,4765.8,4911.2
70001,9892.833333333334,297.5,71.16666666666667,NA,NA,5059.4,5187.4
70110,9032.5,577.6666666666666,379.6666666666667,1349,7246,4833.6,4804.2
70124,10080.5,396,33.5,1891,7388,4343,4547.4
70204,12066,271.8333333333333,495.3333333333333,1718,7678,4410.8,4687
70215,10441.5,300.8333333333333,58.166666666666664,943,7544,5036,5136.6
70221,9582.833333333334,345.6666666666667,252.83333333333334,915,7207,4594.4,4832.6
70230,9169,375.3333333333333,320.6666666666667,2118,7256,4072.2,4510.6
70233,8425.833333333334,461.3333333333333,58.166666666666664,2233,6676,4813.6,4749
70235,9044,368,62.333333333333336,1357,7290,4878,4979.4
70265,8654.166666666666,400.5,135.66666666666666,1542,7122,4301.6,4566
70400,9749.333333333334,153.5,35.833333333333336,1700,7713,4897.6,4937
70418,11083.666666666666,244,77,1454,7348,4592.2,4732.6
70429,10545,248.5,47,1502,6181,4141.6,4461.6
70473,7978.833333333333,299.8333333333333,41.833333333333336,1135,7349,4706.8,4883.6
70508,10289.833333333334,258.5,98.66666666666667,1852,7077,4475.6,4664.4
70523,8433.833333333334,185.83333333333334,82.33333333333333,1890,7054,4443.2,4486
70670,10462.5,259.3333333333333,42,1566,7097,4479.2,4645.4
70678,9192.833333333334,484,66.66666666666667,2119,7428,4177.4,4425.8
70702,9702.5,282.1666666666667,112.33333333333333,1493,7523,4631,4703.2
70708,9251.333333333334,474.3333333333333,43.833333333333336,1662,7071,4541.4,4757.4
70713,9329,389.5,83.5,2078,7002,4312.8,4503.4
70717,10836,311.3333333333333,214.33333333333334,1260,7329,4954.2,5011.8
70742,7909.833333333333,471.6666666666667,125.66666666666667,1294,6964,5001.8,5037.6
70771,10024.166666666666,335.5,46.5,1877,7392,4573.8,4670.8
70820,8678.166666666666,257.6666666666667,67.33333333333333,979,7176,4755.8,4891.8
70823,10415.666666666666,367.1666666666667,125.5,1304,7305,4658.8,4790.2
73000,8718.5,353.6666666666667,74.5,607,7101,4852.8,5022.8
73001,8858.666666666666,285,46.333333333333336,NA,NA,5104.6,5275.4
73024,7937,292.8333333333333,8,854,7411,4870.2,5003.8
73026,8268.166666666666,476.3333333333333,89.66666666666667,1180,7095,4835.4,4905
73030,8358.833333333334,629.5,519.1666666666666,980,6491,4624.8,4654.8
73043,4820.333333333333,460,16.5,1020,6652,4694,4868.8
73055,9172.833333333334,311,14.666666666666666,918,6470,4725,4857.6
73067,8617.166666666666,410.1666666666667,25.5,1126,7270,4568,4676.2
73124,8605.5,366,141.5,711,6793,4611.4,4836.6
73148,10377.166666666666,303.1666666666667,0,614,6845,4671.8,4778
73152,7789,307.3333333333333,100.83333333333333,1094,7156,4722.8,4956.6
73168,9381.666666666666,306.5,54.666666666666664,920,7164,4704.2,4863.4
73200,6846.166666666667,175.5,139.83333333333334,1365,7533,4510.6,4749
73217,8707.333333333334,346.8333333333333,143.5,1440,5397,3944.6,4194.8
73226,8320.666666666666,450.1666666666667,42,1073,6362,4576.2,4682.4
73236,9535.833333333334,346.5,86,832,6744,4947,5058
73268,8984.333333333334,350,129,534,6641,4756.2,4917
73270,9013.666666666666,369.3333333333333,43.166666666666664,1105,7782,4888.2,4984
73275,7967.666666666667,378.8333333333333,59.166666666666664,452,6900,4450.8,4678.4
73283,9219.5,410.1666666666667,127.33333333333333,828,6866,4832.6,5058.4
73319,8685.833333333334,317.8333333333333,131.16666666666666,853,6880,4355.4,4570.6
73347,8481.333333333334,489.1666666666667,337.8333333333333,945,7363,5039.2,5159.8
73349,8583.833333333334,390.6666666666667,157,640,6763,4904.4,5069.2
73352,9480.5,392,40.5,826,7359,4806.4,4865.8
73408,9649.833333333334,332.3333333333333,105.66666666666667,845,6944,4658.2,4801.8
73411,9164.666666666666,399.5,142.66666666666666,838,7207,4987.2,5169.6
73443,10256.5,404.6666666666667,123.33333333333333,614,6919,4841.2,5068.8
73449,10627.833333333334,265,23.666666666666668,361,6677,4931,5085.4
73461,6593.833333333333,332.1666666666667,280.1666666666667,966,7140,4903.4,5009.6
73483,7558.166666666667,441.5,82.5,1008,7069,4388.2,4526
73504,8675,268.5,44.333333333333336,1013,6987,4285.8,4511.8
73520,8322.666666666666,303.8333333333333,73.66666666666667,901,6798,4817.8,4923.2
73547,7487.166666666667,224.5,116.66666666666667,934,6570,4790.6,4919.6
73555,8314,696.1666666666666,35,984,6388,4428.6,4690.2
73563,11102.333333333334,436.6666666666667,61.166666666666664,1076,7720,4705,4777
73585,7823.166666666667,338.6666666666667,63.166666666666664,866,7116,4463.2,4663
73616,7243.833333333333,595.5,37.666666666666664,1096,6904,4595.6,4821.2
73622,8708.833333333334,616.3333333333334,1.3333333333333333,611,7191,4552.6,4695.6
73624,10768.833333333334,529,47.333333333333336,1007,6807,4634.6,4766.4
73671,8753.333333333334,244.83333333333334,149.5,749,7014,4521,4646.6
73675,9187.833333333334,436.8333333333333,46,955,7108,4474.4,4733
73678,7042.666666666667,270.6666666666667,37.5,1318,7076,4897.2,4881.2
73686,8696,361.6666666666667,15.666666666666666,989,7621,4821,4972.6
73770,6826.666666666667,262,0,1250,7261,4591.6,4759.6
73854,7149.833333333333,433.5,36,1446,6912,4647,4680.2
73861,6381.5,276.3333333333333,178.16666666666666,998,5737,4841.4,4957.4
73870,7561.833333333333,505.6666666666667,89.5,948,7428,4954.4,5143.6
73873,9513.166666666666,554.1666666666666,105,887,7427,4736,4825
76000,8192.833333333334,336.1666666666667,149.16666666666666,346,6912,4981.8,5194.6
76001,7794.166666666667,313.8333333333333,112.33333333333333,NA,NA,5140,5336.8
76020,5030.833333333333,813.1666666666666,216.5,985,6546,4455.8,4802.8
76036,8656.166666666666,277.5,83,465,7032,4802.6,5090.4
76041,7553.166666666667,750.8333333333334,177.66666666666666,943,6395,4466.6,4777.4
76054,7054.333333333333,595.5,25.666666666666668,1286,6764,4508.8,4778.2
76100,9156.5,502.8333333333333,240.83333333333334,996,7150,4814.2,5037.8
76109,7553.166666666667,245.66666666666666,67.66666666666667,695,7210,4350,4642.4
76111,10410.166666666666,492.6666666666667,273.6666666666667,302,7349,5116.6,5287.6
76113,9497.5,187,129.16666666666666,683,6999,4730.2,5013
76122,7815,509.6666666666667,162.5,786,6815,4781.6,5005.2
76126,9681.5,271.1666666666667,38,527,6603,5046.2,5297
76130,9913.333333333334,327.3333333333333,161,358,6929,4808.4,5038.8
76147,8387.833333333334,153,669.1666666666666,426,6955,4927,5169
76233,10109.5,303.3333333333333,234,667,6259,4752.6,5008.8
76243,7583.666666666667,476.1666666666667,59.666666666666664,1112,6781,4445.2,4822.6
76246,5714.333333333333,609.3333333333334,21.666666666666668,900,6996,4703.4,5054.6
76248,9666.333333333334,425.5,153.83333333333334,468,7025,4813.2,5017.2
76250,8834.333333333334,401.8333333333333,170.83333333333334,1249,7016,4951.6,5084.2
76275,9711,370.6666666666667,293.3333333333333,532,6997,4929.2,5072
76306,10801,299.1666666666667,315.1666666666667,368,7195,5089.4,5310.6
76318,8302.166666666666,326.6666666666667,84.5,531,6992,4700.6,4936.6
76364,8581.333333333334,399.1666666666667,54.5,273,6908,5077.6,5257.4
76377,10259.833333333334,317.6666666666667,140,628,7025,4974,5205.4
76400,7713.5,432,83.33333333333333,514,6339,4905.6,5141.4
76403,9038,317.6666666666667,65.33333333333333,838,6753,4690.4,4931
76497,5896.166666666667,456.8333333333333,39,911,6241,4653.2,4948.2
76520,9464.833333333334,366.5,275.1666666666667,258,7004,5182,5322.2
76563,7603.166666666667,305.3333333333333,109,727,6946,4822.4,5008.2
76606,9776.166666666666,299.6666666666667,200,642,6705,4749.2,5040.8
76616,9974,462.1666666666667,304,834,6899,4586.2,4862
76622,9831.333333333334,332.1666666666667,135,441,7341,4980,5216.2
76670,8081.333333333333,326.6666666666667,101.33333333333333,541,7161,4574.6,4836.8
76736,7313.833333333333,317.8333333333333,121.66666666666667,779,6691,4879.4,5121.6
76823,7344,661.3333333333334,117.33333333333333,976,6342,4561.8,4848
76828,7967,462.5,49.5,963,6847,4609.4,4919.6
76834,8983.666666666666,452.3333333333333,111.66666666666667,381,7154,5040.2,5280.6
76845,8132.166666666667,539.5,255.16666666666666,876,7287,4808.2,5065
76863,8329.166666666666,712.3333333333334,32.5,832,5839,4661.2,4943.4
76869,8960.833333333334,267.1666666666667,182.16666666666666,594,6929,4694,4870.2
76890,8739.166666666666,219,194.83333333333334,580,6096,4809.6,5078.2
76892,9109.666666666666,336,147.33333333333334,358,6551,4738.8,5007.6
76895,8300,372,138.83333333333334,529,7319,4717.2,5029
81000,7722.833333333333,385,425,666,6688,4941.8,4998.6
81001,7166.166666666667,374.5,444.3333333333333,NA,NA,4877.8,5028
81065,6923.833333333333,379.6666666666667,448.5,955,6603,4919,4968
81220,7894.5,467.5,627.6666666666666,871,6911,4708.2,4826
81300,6900.5,332.8333333333333,353,834,6594,4800.8,4829.2
81591,7424.833333333333,547.3333333333334,235,783,6616,4625.4,4644.6
81736,8508.5,381.6666666666667,440.8333333333333,691,6708,5155.2,5120
81794,9260.166666666666,406.6666666666667,397.1666666666667,568,6609,4875.8,4958.4
85000,9895.166666666666,310.1666666666667,258.5,496,7061,5029,5056.8
85001,10450.333333333334,292.3333333333333,375.1666666666667,NA,NA,5099.2,5132.4
85010,8410.5,261.8333333333333,193.5,694,7191,4955,5040.2
85015,6146.833333333333,215.16666666666666,369.3333333333333,818,7143,4637,4633
85125,9157.5,388.5,247.66666666666666,623,6926,4660.4,4696
85136,7284,133,435.8333333333333,864,8072,4840,4765.4
85139,11751.833333333334,409.1666666666667,269.5,577,6905,4889.2,4899.8
85162,9374.666666666666,307.3333333333333,80,569,7238,5020.6,5018.2
85225,7971.666666666667,273.8333333333333,110.5,1016,7229,4851,4714.2
85230,10939.666666666666,436.6666666666667,400.1666666666667,820,7391,4680.8,4802.4
85250,11578.166666666666,286,156.16666666666666,533,6830,5112.8,5078.8
85263,11366.333333333334,314.5,170,580,6599,4995.8,4973.4
85279,2346.5,290.8333333333333,468,776,6154,4647.4,4675.2
85300,10409,308.5,123.83333333333333,746,7486,5126.4,5086.2
85315,5176.333333333333,136.16666666666666,136.66666666666666,643,6991,5196.8,5068.8
85325,7950.833333333333,336.8333333333333,500,530,7388,5198.6,5094
85400,8499.166666666666,308.3333333333333,489.5,784,7778,4939.6,4949.6
85410,10017.666666666666,307.8333333333333,118,491,7345,5031.8,5124.2
85430,8209.166666666666,418,59,602,6801,4939.6,4932.4
85440,11425.333333333334,308.1666666666667,128,492,6412,4985.6,5055.2
86000,7759.333333333333,557.6666666666666,227.5,600,6932,4805.8,4902
86001,10161.666666666666,436.5,380.1666666666667,NA,NA,5054.4,5099
86219,7830.666666666667,417.3333333333333,221.83333333333334,574,7606,5090.2,5138
86320,6384,607,118.33333333333333,682,6965,4719.2,4851.8
86568,9041.5,560.1666666666666,206.5,592,6763,4698.2,4836
86569,6326.833333333333,617.1666666666666,299.5,733,6409,4637.2,4737.2
86571,7231.666666666667,830.5,175.83333333333334,848,6639,4802.6,4841.6
86573,12905.5,803.6666666666666,192.16666666666666,748,6841,4447.6,4631.4
86749,10397.833333333334,219.66666666666666,193.5,496,7526,5180.4,5200.4
86755,6002.666666666667,380,159.66666666666666,553,7583,5046.4,4992
86757,5387.333333333333,524.6666666666666,173.83333333333334,764,6740,4445,4658
86760,5336,516.6666666666666,165.66666666666666,705,7041,4846.2,4999
86865,5840.333333333333,461.5,228.33333333333334,579,6587,4707.6,4827
86885,10303.833333333334,556.6666666666666,316.6666666666667,521,6873,4946.8,5003.8
88000,7173.333333333333,155.16666666666666,303.5,123,6873,4705.4,5035.4
88564,8751.5,188.66666666666666,242.33333333333334,128,7220,4450.4,4625.4
91000,8183.333333333333,446.3333333333333,586.8333333333334,565,6989,4261.8,4584.2
91001,11224,542.3333333333334,535.6666666666666,NA,NA,4392.6,4707.2
91540,6840.5,412.3333333333333,837.5,811,6863,3641.8,4083.8
94000,7574.666666666667,687.5,332.3333333333333,874,6613,4764.2,4783.6
94001,10646.666666666666,665.6666666666666,272.8333333333333,NA,NA,4900.8,5003.4
95000,5996,402.3333333333333,245.33333333333334,652,6992,4667.8,4780.6
95001,6980.666666666667,439.1666666666667,304.8333333333333,NA,NA,4669,4821.2
95015,6099.333333333333,282.3333333333333,190.33333333333334,712,7043,4851.8,4937.6
95025,4586.333333333333,322.1666666666667,55.666666666666664,726,6869,4583.4,4596.6
95200,3093,362.6666666666667,182.83333333333334,1024,7340,4531.8,4668.6
97000,6192,624.3333333333334,390.1666666666667,996,7019,4141,4377
97001,6298.333333333333,606.1666666666666,406.3333333333333,NA,NA,4158.6,4414.2
97161,7606.166666666667,593.5,216.5,1008,6957,4046.4,4272.6
97666,11051.166666666666,868.6666666666666,375.6666666666667,1518,7107,4201,4365.8
99000,7344.333333333333,765,554.6666666666666,1157,6484,4582.6,4739.8
99001,9760,809,436,NA,NA,4672.4,4850.8
99524,6050.166666666667,591.8333333333334,404.3333333333333,781,7156,4861,4970.8
99624,7514.5,626.5,294,786,7174,4862.8,4952.8
99773,7210,799.1666666666666,660,1369,7147,4214.6,4348.8
